year,binary,budget_2013$,domgross_2013$,intgross_2013$,NET 
1998,FAIL,1857872,2354896,2354896,497024
1998,FAIL,2858265,1646948,1646948,-1211317
1998,FAIL,178641539,194811162,537353750,358712211
1998,PASS,24295249,78661926,78661926,54366677
1998,PASS,4287397,3925045,8212442,3925045
1998,PASS,42873969,85905591,116515728,73641759
1998,PASS,8574794,6566863,31136839,22562045
1998,FAIL,1929329,5570142,40524745,38595416
1998,PASS,114330585,98778237,194429617,80099032
1998,FAIL,85747939,47137546,47137546,-38610393
1998,FAIL,128621908,172382303,433741657,305119749
1998,FAIL,68598351,53681880,110847172,42248821
1998,FAIL,97181,4603452,6686214,6589033
1998,PASS,85747939,66955646,97662611,11914672
1998,PASS,92893600,55761862,55761862,-37131738
1998,PASS,57165293,32544916,54553553,-2611740
1998,FAIL,17149588,32758425,32758425,15608837
1998,FAIL,2500982,10385968,20769827,18268845
1998,PASS,50019631,201774709,350566156,300546525
1998,FAIL,14291323,24445621,27268466,12977143
1998,FAIL,1429132,30312,30312,-1398820
1998,FAIL,92893600,309171460,693179313,600285713
1998,PASS,37157440,143367401,399442481,362285041
1998,FAIL,114330585,106240687,235521005,121190420
1998,PASS,8574794,17022681,84046055,75471261
1998,PASS,7145662,7864191,7864191,718529
1998,FAIL,57165293,78807819,102531416,45366123
1998,PASS,2858265,9602769,11085232,8226967
1998,FAIL,104326659,52975497,71697130,-32629529
1998,PASS,100039262,100307450,168351786,68312524
1998,PASS,71456616,130247778,228297140,156840524
1998,PASS,85747939,33420854,69434988,-16312951
1998,FAIL,21436985,25008106,66011004,44574019
1998,FAIL,21436985,57570196,57570196,36133211
1998,FAIL,50019631,81415051,81415051,31395420
1998,FAIL,92893600,134093691,333988221,241094621
1998,FAIL,71456616,63890455,70178637,-1277979
1998,FAIL,85747939,144932864,312408324,226660385
1998,FAIL,28582646,2720259,7593849,-20988797
1998,FAIL,74314880,52021118,52021118,-22293762
1998,FAIL,85747939,179525030,354996466,269248527
1998,PASS,31440911,252219917,514630544,483189633
1998,PASS,20007852,54473818,103714796,83706944
1998,FAIL,28582646,28966833,28966833,384187
1998,FAIL,12862191,1506002,6948401,-5913790
1998,FAIL,28582646,42581425,79426456,50843810
1998,PASS,92893600,165524241,358426384,265532784
1997,PASS,40634668,11849668,11849668,-28785000
1997,FAIL,4353714,35768573,40327947,35974233
1997,FAIL,123355241,251000935,457529453,334174212
1997,PASS,87074287,69361952,233213967,146139680
1997,PASS,76915621,84757254,202885136,125969515
1997,PASS,72561906,215476950,455851198,383289292
1997,FAIL,26122286,78198499,98225585,72103299
1997,FAIL,181404766,155754415,345855898,164451132
1997,FAIL,21768572,38328318,62565379,40796807
1997,PASS,46439620,5207916,5207916,-41231704
1997,PASS,362810,17424311,21993652,21630842
1997,PASS,4208591,123355241,123355241,119146650
1997,PASS,2902476,780691,783612,-2118864
1997,FAIL,116099050,146745677,325247966,209148916
1997,FAIL,116099050,110466780,207213175,91114125
1997,PASS,130611431,146459429,240760405,110148974
1997,PASS,7256191,21541344,21541344,14285153
1997,PASS,87074287,38709226,38709226,-48365061
1997,PASS,58049525,61055139,72665044,14615519
1997,FAIL,116099050,134956149,258311390,142212340
1997,PASS,72561906,69904916,69904916,-2656990
1997,FAIL,52244573,18188044,18188044,-34056529
1997,PASS,79818097,152762052,253187730,173369633
1997,FAIL,14512381,200899879,327883215,313370834
1997,PASS,21768572,40757090,45090566,23321994
1997,PASS,101586669,143835260,363825398,262238729
1997,PASS,24671048,104852087,181767707,157096659
1997,FAIL,36281,4184879,4184879,4148598
1997,PASS,17414858,57575205,108447385,91032527
1997,FAIL,39183429,87840357,87840357,48656928
1997,FAIL,50793334,93757206,160514159,109720825
1997,FAIL,65305716,263270001,439305185,373999469
1997,FAIL,130611431,363811668,853024040,722412609
1997,PASS,29024763,3445395,218193652,189168889
1997,PASS,43537144,52139221,74488288,30951144
1997,FAIL,50793334,63701899,85470471,34677137
1997,FAIL,66756954,184036082,433809062,367052108
1997,FAIL,1451238,844655,910343,-540895
1997,PASS,34829715,147102287,147102287,112272572
1997,PASS,29024763,51446556,51446556,22421793
1997,PASS,50793334,3224642,3224642,-47568692
1997,PASS,58049525,79789061,127636188,69586663
1997,PASS,145123812,79482791,175744937,30621125
1997,PASS,82720573,88536300,222050207,139329634
1997,FAIL,137867622,92256459,382981741,245114119
1997,FAIL,72561906,70044851,70044851,-2517055
1997,FAIL,108842859,332459322,1141669701,1032826842
1997,FAIL,72561906,59882642,91380645,18818739
1997,FAIL,116099050,25615375,25615375,-90483675
1997,PASS,290247625,955890356,3171930973,2881683348
1997,PASS,130611431,69001723,174293699,43682268
1996,FAIL,5049561,18767,18767,-5030794
1996,PASS,6683242,5646983,10412962,3729720
1996,FAIL,96535720,104920957,220318272,123782552
1996,FAIL,81684071,31524414,89420791,7736720
1996,FAIL,84654401,76285021,154998762,70344361
1996,PASS,8762473,33017679,56186252,47423779
1996,FAIL,74258246,37763082,37763082,-36495164
1996,PASS,29703299,39791578,39791578,10088279
1996,PASS,10396154,36487162,76047227,65651073
1996,PASS,4455495,438856,438856,-4016639
1996,FAIL,29703299,38211750,38211750,8508451
1996,FAIL,2970330,2342531,3593608,623278
1996,PASS,19307144,39460903,39460903,20153759
1996,PASS,111387369,454711839,1213975115,1102587746
1996,FAIL,89109896,89989691,192822510,103712614
1996,FAIL,37129123,37163912,47857099,10727976
1996,PASS,371291,315278,1103798,732507
1996,PASS,118813194,56096190,150552679,31739485
1996,FAIL,118813194,268787949,679757008,560943814
1996,FAIL,21534891,68820654,219124769,197589878
1996,PASS,22277474,153041290,257002834,234725360
1996,PASS,6683242,19926891,19926891,13243649
1996,PASS,13366484,53538871,53538871,40172387
1996,FAIL,118813194,134353268,371588265,252775071
1996,FAIL,26732969,40004796,40004796,13271827
1996,PASS,68317587,136676591,222774739,154457152
1996,FAIL,74258246,49173429,168283656,94025410
1996,PASS,3712912,38402527,51323462,47610550
1996,FAIL,69802752,89466773,152713266,82910514
1996,PASS,22277474,36786742,82678338,60400864
1996,PASS,51980772,116906798,344137032,292156260
1996,FAIL,81684071,27598768,27598768,-54085303
1996,PASS,44554948,156668864,269541399,224986451
1996,FAIL,66832422,30304554,54067193,-12765229
1996,FAIL,148516493,148722709,483421183,334904690
1996,FAIL,96535720,49675220,49675220,-46860500
1996,PASS,62376927,61288998,61288998,-1087929
1996,FAIL,111387369,199115335,499118651,387731282
1996,FAIL,4604011,24507872,35645124,31041113
1996,PASS,130694514,359244145,736493287,605798773
1996,PASS,1485165,1912120,2399710,914545
1996,PASS,445549,2454193,3751503,3305954
1995,PASS,99370665,263057839,510765217,411394552
1995,FAIL,76438973,46331600,127356911,50917938
1995,FAIL,152877946,281342983,514478842,361600896
1995,FAIL,3821949,8062791,8062791,4240842
1995,FAIL,110072121,115492633,319514907,209442786
1995,FAIL,79496532,64878801,168777252,89280720
1995,PASS,84082870,153379682,431574441,347491571
1995,PASS,20944279,86526587,86526587,65582308
1995,FAIL,76438973,123865278,232408620,155969647
1995,FAIL,30575589,49000312,49000312,18424723
1995,FAIL,137590151,152897054,557210677,419620526
1995,FAIL,6115118,6575280,6575280,460162
1995,PASS,30575589,26706076,33815484,3239895
1995,PASS,99370665,153578601,401699506,302328841
1995,FAIL,9325555,3223228,3223228,-6102327
1995,FAIL,30575589,107676871,186714768,156139179
1995,PASS,76438973,103687285,103687285,27248312
1995,PASS,84082870,216444248,530639350,446556480
1995,PASS,42805825,58663337,184857731,142051906
1995,PASS,88669209,81725980,133156691,44487482
1995,PASS,50449722,26206460,63437029,12987307
1995,FAIL,45863384,153070026,501631742,455768358
1995,PASS,25224861,65727998,206375709,181150848
1995,PASS,61151178,31111815,57712577,-3438601
1995,FAIL,53507281,91810008,173293953,119786672
1995,PASS,38219486,6213469,6213469,-32006017
1995,PASS,94784326,91761643,164837302,70052976
1995,PASS,33633148,109333135,268326198,234693050
1995,PASS,382195,3379226,3787024,3404829
1995,PASS,33633148,77389465,168963355,135330207
1995,FAIL,48920943,28362620,28362620,-20558323
1995,FAIL,9172677,35684110,52665468,43492791
1995,FAIL,45863384,293190647,557286202,511422818
1995,FAIL,44334604,87356689,258121354,213786750
1995,FAIL,267536405,134909008,403974193,136437788
1995,PASS,1223024,6418026,7697090,6474066
1994,FAIL,18859976,113501532,168509796,149649820
1994,FAIL,78583235,66932266,187312473,108729238
1994,FAIL,42435,4830398,6120440,6078005
1994,PASS,22003306,20469628,20469628,-1533678
1994,FAIL,25146635,199877046,387258182,362111547
1994,PASS,28289965,9160394,9160394,-19129571
1994,FAIL,86441558,518169206,1067789822,981348264
1994,PASS,47149941,104519746,252256228,205106287
1994,PASS,23574970,78588426,78588426,55013456
1994,FAIL,47149941,80220683,80220683,33070742
1994,FAIL,15716647,198418,198418,-15518229
1994,PASS,94299882,45793007,132261912,37962030
1994,PASS,12573318,169627825,334652619,322079301
1994,PASS,47149941,190561429,445095443,397945502
1994,FAIL,86441558,112477236,308935323,222493765
1994,PASS,55008264,52529749,156259619,101251355
1994,PASS,70724911,144774225,184851675,114126764
1994,FAIL,62866588,4426622,23477761,-39388827
1994,FAIL,124633011,664468621,1497608078,1372975067
1994,FAIL,28289965,188474233,552628944,524338979
1994,FAIL,34576623,227629474,298301960,263725337
1994,FAIL,62866588,50034889,50034889,-12831699
1994,FAIL,39291617,44386120,44386120,5094503
1994,FAIL,70724911,90154744,90154744,19429833
1994,FAIL,44006612,70494790,160394011,116387399
1994,FAIL,157166470,229906901,574129115,416962645
1993,FAIL,104809829,135525899,411177020,306367191
1993,FAIL,22574425,111027894,250021852,227447427
1993,PASS,11125966,12820482,12820482,1694516
1993,FAIL,40311473,17304904,17304904,-23006569
1993,FAIL,23541900,114334580,114334580,90792680
1993,PASS,45148849,63467174,63467174,18318325
1993,PASS,101584911,638063379,1669905770,1568320859
1993,PASS,40311473,353443011,711555544,671244071
1993,PASS,483738,4077367,5789647,5305909
1993,PASS,40311473,154904378,518188770,477877297
1993,FAIL,67723274,33611556,33611556,-34111718
1993,PASS,54823603,51622860,51622860,-3200743
1993,FAIL,70948192,296492106,570351412,499403220
1993,FAIL,38699014,1079180,1079180,-37619834
1993,FAIL,24186884,37013943,103124758,78937874
1993,PASS,40311473,91112095,91112095,50800622
1992,FAIL,54791459,234673774,392672121,337880662
1992,PASS,66413889,178543655,219896498,153482609
1992,FAIL,46489723,360876835,836898388,790408665
1992,FAIL,91319098,91198182,263165037,171845939
1992,FAIL,18263820,19098934,35702407,17438587
1992,FAIL,132827779,270360376,443020974,310193195
1992,PASS,11622431,23629512,23629512,12007081
1992,PASS,91319098,97001885,247429345,156110247
1992,FAIL,11622,3388636,3390310,3378688
1992,FAIL,20754340,17807603,17807603,-2946737
1992,FAIL,69734584,32355474,110889898,41155314
1992,FAIL,33206945,288212232,596056107,562849162
1992,FAIL,58112153,79978777,79978777,21866624
1992,FAIL,18263820,87880798,87880798,69616978
1992,FAIL,1992417,4702152,4702152,2709735
1992,FAIL,6641389,103849232,103849232,97207843
1992,FAIL,16603472,84266502,84266502,67663030
1992,FAIL,19924167,45296775,45296775,25372608
1992,PASS,13282778,36039665,47945352,34662574
1992,FAIL,33206945,202059814,304005134,270798189
1991,PASS,34216807,374591278,772310338,738093531
1991,FAIL,34216807,64220970,64220970,30004163
1991,FAIL,119758826,204710301,514714575,394955749
1991,PASS,111204624,29458817,29458817,-81745807
1991,FAIL,85542018,283133658,668083163,582541145
1991,PASS,39349,2100070,2100070,2060721
1991,FAIL,46192690,128123117,165780431,119587741
1991,PASS,42771009,134569251,134569251,91798242
1991,FAIL,171084037,350481895,884189932,713105895
1991,PASS,51325211,194184224,327629772,276304561
1991,FAIL,39349328,148724056,148724056,109374728
1991,PASS,34216807,223652543,471724395,437507588
1991,FAIL,23951765,59415931,59415931,35464166
1990,FAIL,71319016,156307443,434511105,363192089
1990,PASS,23178680,47970190,60918157,37739477
1990,FAIL,12480828,7796169,7796169,-4684659
1990,FAIL,124808278,209185588,427582507,302774229
1990,PASS,35659508,96239640,96239640,60580132
1990,PASS,46357360,109310929,109310929,62953569
1990,FAIL,39225459,388031265,922868068,883642609
1990,FAIL,44574385,83343062,83343062,38768677
1990,FAIL,26744631,509505267,849917050,823172419
1990,PASS,12480828,8946919,8946919,-3533909
1990,FAIL,62404139,50489429,97650742,35246603
1990,PASS,24961656,318093987,771396947,746435291
1990,FAIL,53489262,215222722,357486568,303997306
1990,FAIL,222871925,104977970,354127435,131255510
1990,PASS,17829754,29717001,29717001,11887247
1989,PASS,75183554,222637302,624023495,548839941
1989,FAIL,65785609,472131898,773166847,707381238
1989,FAIL,18795888,76095227,76095227,57299339
1989,FAIL,30825257,180177604,450161527,419336270
1989,PASS,16916300,19098688,19098688,2182388
1989,FAIL,90220264,370601926,891248035,801027771
1989,FAIL,78942731,65159735,293529779,214587048
1989,FAIL,20675477,93590469,93590469,72914992
1989,FAIL,18795888,56481697,56481697,37685809
1989,FAIL,2255507,46504161,69059227,66803720
1989,FAIL,56387665,98133425,131947137,75559472
1989,PASS,131571219,101954772,101954772,-29616447
1989,PASS,33832599,13515193,13515193,-20317406
1989,FAIL,9397944,11572924,11572924,2174980
1988,FAIL,13787529,39899139,39899139,26111610
1988,FAIL,15757176,38576,38576,-15718600
1988,PASS,29544705,144427648,144427648,114882943
1988,FAIL,2954471,23253887,23253887,20299416
1988,PASS,17726823,65480292,87051866,69325043
1988,PASS,27575058,68346751,68346751,40771693
1988,PASS,55150116,160231261,273996307,218846191
1988,FAIL,59089410,75661244,160749995,101660585
1988,PASS,31514352,27287490,27287490,-4226862
1988,PASS,11817882,25198114,25198114,13380232
1988,PASS,18711647,27799598,27799598,9087951
1988,FAIL,49241175,340405101,813070285,763829110
1988,PASS,63028704,118825964,118825964,55797260
1988,PASS,24226658,94725930,161457571,137230913
1988,FAIL,13787529,16493007,16493007,2705478
1988,FAIL,7878588,25605411,25605411,17726823
1988,FAIL,29544705,220475172,426625542,397080837
1988,FAIL,137875291,303547209,692330924,554455633
1988,FAIL,25605411,88095701,88095701,62490290
1987,FAIL,41007948,315074388,567273267,526265319
1987,FAIL,7176391,12144594,12144594,4968203
1987,FAIL,28705563,321185920,656332204,627626641
1987,FAIL,26655166,254090104,254090104,227434938
1987,PASS,2050397,29861988,29861988,27811591
1987,FAIL,30755961,133670224,246442080,215686119
1987,FAIL,36907153,122481612,201487544,164580391
1987,FAIL,32806358,30331075,30331075,-2475283
1987,FAIL,246047687,112289613,454321579,208273892
1987,FAIL,46544021,78160088,78160088,31616067
1987,PASS,34856756,23021501,23021501,-11835255
1987,FAIL,51259935,90184679,90184679,38924744
1987,FAIL,17428378,66069067,66069067,48640689
1987,FAIL,30755961,63269112,63269112,32513151
1986,PASS,36104000,180860331,389321020,353217020
1986,FAIL,10618824,371241520,696594829,685976005
1986,PASS,33980236,12530212,27396565,-6583671
1986,FAIL,63712942,34608390,34608390,-29104552
1986,FAIL,63712942,82290329,82290329,18577387
1986,PASS,38227765,87887418,87887418,49659653
1986,FAIL,12742588,293001649,293001649,280259061
1986,FAIL,16990118,111046165,111046165,94056047
1986,PASS,31856471,4149267,4149267,-27707204
1986,FAIL,31856471,381854174,757760530,725904059
1985,FAIL,41136059,455981879,831110482,789974423
1985,PASS,32475836,21497131,21497131,-10978705
1985,FAIL,21650558,75937118,75937118,54286560
1985,FAIL,43301115,39837026,39837026,-3464089
1985,FAIL,54126394,33562937,33562937,-20563457
1985,PASS,38754498,14951574,14951574,-23802924
1985,PASS,58456506,22990322,22990322,-35466184
1985,PASS,32475836,202626921,202626921,170151085
1984,FAIL,78450540,141379105,263884353,185433813
1984,PASS,40345992,116494634,116494634,76148642
1984,FAIL,33621660,526202467,708968739,675347079
1984,FAIL,22414440,19729056,19729056,-2685384
1984,FAIL,40345992,59174122,59174122,18828130
1984,FAIL,100864980,61521969,61521969,-39343011
1984,PASS,5827754,73924796,73924796,68097042
1984,FAIL,67243320,534880544,653677077,586433757
1984,FAIL,24655884,332111304,332111304,307455420
1984,FAIL,62760432,403191555,746580777,683820345
1984,FAIL,10086498,182002774,182002774,171916276
1984,FAIL,3362166,5155321,5155321,1793155
1984,FAIL,17931552,140313263,140313263,122381711
1984,FAIL,40345992,171405568,195005629,154659637
1984,PASS,89657760,395820224,804883755,715225995
1984,FAIL,14345242,85217529,174875289,160530047
1983,PASS,16375486,211626424,471294841,454919355
1983,FAIL,76029041,723340482,1339748672,1263719631
1983,PASS,91234849,140245796,140245796,49010947
1983,FAIL,13923842,4960460,4960460,-8963382
1983,FAIL,28072261,174127177,174127177,146054916
1982,FAIL,67571504,78808471,79974780,12403276
1982,PASS,30165850,16892876,50678628,20512778
1982,FAIL,48265360,92341492,190923490,142658130
1982,FAIL,12066340,30390060,30390060,18323720
1982,FAIL,25339314,1050038377,1913637848,1888298534
1982,FAIL,10859706,65382380,65382380,54522674
1982,FAIL,33785752,113937390,302172295,268386543
1982,FAIL,5429853,88542965,88542965,83113112
1982,PASS,25821968,180285645,293709241,267887273
1982,FAIL,9653072,264234708,264234708,254581636
1982,FAIL,28959216,192851397,233604343,204645127
1982,PASS,49471994,168208730,168208730,118736736
1982,FAIL,36199020,427631090,427631090,391432070
1982,FAIL,41025556,64961738,64961738,23936182
1981,FAIL,30742635,29430119,217684336,186941701
1981,FAIL,15371317,64674049,64674049,49302732
1981,FAIL,3202358,55651281,55651281,52448923
1981,PASS,6404716,65414737,65414737,59010021
1981,FAIL,23825542,50138908,50138908,26313366
1981,FAIL,28180748,81140060,81140060,52959312
1981,FAIL,51237724,635757611,998945973,947708249
1981,FAIL,960707,6148527,75319455,74358748
1981,FAIL,30742635,95814545,95814545,65071910
1980,FAIL,9897188,235987236,235987236,226090048
1980,PASS,56555357,5655536,5655536,-50899821
1980,PASS,50899822,63498970,220444178,169544356
1980,FAIL,98971875,76655018,76655018,-22316857
1980,FAIL,48072054,183810620,259308493,211236439
1980,FAIL,124421786,9852879,9852879,-114568907
1980,PASS,42416518,197512086,197512086,155095568
1980,FAIL,50899822,66113787,66113787,15213965
1980,FAIL,14421616,27456486,27456486,13034870
1980,FAIL,65038661,820821721,1510514303,1445475642
1980,FAIL,152699465,305924063,305924063,153224598
1980,FAIL,76349732,161832844,161832844,85483112
1980,PASS,50899822,83450574,104764631,53864809
1980,FAIL,53727589,124470916,124470916,70743327
1979,PASS,28886103,259752278,653566146,624680043
1979,FAIL,101101360,252913878,252913878,151812518
1979,FAIL,99496576,225632559,674971936,575475360
1979,FAIL,112334844,264014024,446129810,333794966
1979,PASS,59376989,209370867,350406635,291029646
1978,FAIL,10712118,505611968,505611968,494899850
1978,FAIL,99979768,210638678,369399800,269420032
1978,PASS,10712118,12307327,13071926,2359808
1978,PASS,21424236,649203517,1383697739,1362273503
1978,FAIL,53560590,208062006,276781136,223220546
1978,FAIL,6248735,332258,4565044,-1683691
1978,FAIL,196388829,479253080,1071925937,875537108
1978,FAIL,53560590,178535299,178535299,124974709
1977,FAIL,99921804,195231833,195231833,95310029
1977,PASS,15372585,147005823,147005823,131633238
1977,FAIL,76862926,637962288,1297830510,1220967584
1977,FAIL,384315,26902024,26902024,26517709
1977,FAIL,13066697,119379800,119379800,106313103
1977,PASS,23058878,250220,5246310,-17812568
1977,FAIL,42274609,1771682790,3066446442,3024171833
1976,FAIL,122754817,82003880,147473116,24718299
1976,PASS,12275482,54012120,54012120,41736638
1976,FAIL,28642791,102295681,102295681,73652890
1976,PASS,15548943,96934884,96934884,81385941
1976,FAIL,4091827,479705967,920661128,916569301
1976,FAIL,18004040,147901939,147901939,129897899
1976,PASS,40918272,99830228,100905781,59987509
1976,FAIL,4091827,115645570,115645570,111553743
1975,FAIL,47609104,86562007,86562007,38952903
1975,FAIL,51937204,1125306085,2037236823,1985299619
1975,FAIL,1731240,14835412,21765791,20034551
1975,FAIL,19043641,471681892,471681892,452638251
1975,FAIL,5193720,605399166,605399166,600205446
1974,PASS,42513535,76693179,76693179,34179644
1974,FAIL,12281688,564485269,564485269,552203581
1974,FAIL,7557962,20878869,20878869,13320907
1974,PASS,61408439,270669505,270669505,209261066
1974,FAIL,661322,125520924,125520924,124859602
1974,FAIL,661322,125520924,125520924,124859602
1974,FAIL,13226433,407657562,407657562,394431129
1973,FAIL,4074506,603047833,734145189,730070683
1973,FAIL,82329139,82329139,82329139,0
1973,FAIL,10487788,96197818,96197818,85710030
1973,PASS,62926730,1074306128,2111900435,2048973705
1973,FAIL,28841418,837011132,837011132,808169714
1972,PASS,66866,2305762,2305762,2238896
1972,FAIL,39004975,752051643,1496119403,1457114428
1971,FAIL,14386286,70780525,70780525,56394239
1971,FAIL,305063707,404702718,616827003,311763296
1971,FAIL,143862856,59412143,64760273,-79102583
1971,FAIL,12659931,236848653,236848653,224188722
1971,FAIL,17263543,23018057,23018057,5754514
1970,PASS,5997631,53978683,53978683,47981052